CountyFIPS,CountyName,StateAbbr,StateDesc,Any disability among adults,Arthritis among adults,Binge drinking among adults,Current cigarette smoking among adults,Depression among adults,Diagnosed diabetes among adults,Frequent mental distress among adults,High blood pressure among adults,No leisure-time physical activity among adults,Obesity among adults,Short sleep duration among adults,TotalPop18plus,sleep_component,risk_factors_avg,lifestyle_component,population_component,opportunity_score,priority_tier
1063,Greene,AL,Alabama,50.15,38.6,9.05,24.05,21.05,27.15,19.675,59.4,44.975,53.8,49.975,0.0,100.0,33.93000000000001,100.0,0.0,80.0,Tier 1
1011,Bullock,AL,Alabama,49.1,36.4,9.975,24.6,21.3,25.2,20.15,57.55,43.9,51.7,49.475,9930.0,98.05626853397791,33.11,96.22583614605705,2.467264640842796,78.20629480018256,Tier 1
1085,Lowndes,AL,Alabama,49.15,37.75,9.575,23.525,21.375,25.450000000000003,19.75,57.9,43.05,52.65,47.975,0.0,92.22507413591168,32.885,95.19024240564586,0.0,74.96612661662303,Tier 1
5107,Phillips,AR,Arkansas,47.957142857142856,36.31428571428572,10.585714285714284,21.571428571428573,22.74285714285714,21.82857142857143,20.31428571428572,55.82857142857143,43.98571428571428,48.72857142857144,48.52857142857143,19220.0,94.37706254472185,31.28571428571429,87.82930785078679,4.775511218227446,73.83765040184895,Tier 1
2158,Kusilvak,AK,Alaska,49.0,24.4,16.6,36.2,24.0,15.5,25.2,36.9,36.6,46.1,46.1,0.0,84.93608113832889,31.920000000000005,90.74869591899353,0.0,70.27391082292897,Tier 1
1131,Wilcox,AL,Alabama,47.22,36.67999999999999,9.78,22.04,21.0,24.06,19.3,57.02,40.92,51.9,45.72,9690.0,83.4588452241521,31.644,89.47836759742248,2.407632867045991,69.65641170203902,Tier 2
5017,Chicot,AR,Arkansas,46.225,34.75,10.925,20.825,21.75,21.6,19.325,54.125,43.375,48.65,47.0,0.0,88.43479777716863,30.754999999999995,85.3866216630868,0.0,69.52856777610218,Tier 2
13193,Macon,GA,Georgia,45.0,33.825,10.7,23.775,19.075,22.925,19.975,51.75,43.475,44.475,45.575,0.0,82.89516309900571,30.925,86.16907026695301,0.0,67.62569334638349,Tier 2
1047,Dallas,AL,Alabama,43.77058823529412,35.129411764705885,10.31764705882353,20.052941176470583,20.47647058823529,22.223529411764705,18.564705882352943,54.89411764705883,37.71764705882353,46.33529411764706,46.30588235294118,27420.0,85.73644115374977,28.978823529411763,77.21152284172334,6.812930156284941,66.54177162944623,Tier 2
5069,Jefferson,AR,Arkansas,44.62916666666666,31.03333333333333,11.8625,18.9125,21.45833333333333,18.904166666666665,19.683333333333334,52.4375,40.025,47.70416666666667,46.44583333333333,8010.0,86.28049540232749,29.045833333333338,77.51994476833383,1.990210450468358,65.9182181583582,Tier 2
1119,Sumter,AL,Alabama,43.0,34.62,10.4,17.7,21.14,21.56,18.84,53.260000000000005,36.84,48.98,46.66,8040.0,87.1130603802736,28.784,76.31482049708497,1.9976644221929585,65.770685235382,Tier 2
13095,Dougherty,GA,Georgia,40.45172413793103,30.20344827586207,11.020689655172417,20.193103448275863,19.227586206896557,20.23793103448276,20.348275862068967,48.320689655172416,36.64827586206896,43.393103448275866,46.87241379310345,17290.0,87.93881112721816,28.164137931034485,73.46181925913385,4.295972370611474,65.4194466286631,Tier 2
5041,Desha,AR,Arkansas,47.64,34.8,11.02,22.64,23.24,21.160000000000004,20.82,52.74,45.52,46.8,43.16,9490.0,73.50694011811905,31.387999999999998,88.30009205277689,2.3579397222153204,65.19440081280143,Tier 2
5123,St. Francis,AR,Arkansas,44.48571428571428,32.68571428571429,11.914285714285716,21.214285714285715,22.27142857142857,19.314285714285717,19.6,50.85714285714285,41.71428571428572,47.07142857142857,45.02857142857143,0.0,80.7709422825673,29.782857142857146,80.91219918467539,0.0,64.67325658689708,Tier 2
5093,Mississippi,AR,Arkansas,43.59285714285714,30.52142857142857,13.335714285714284,20.07857142857143,25.22142857142857,15.985714285714286,20.61428571428572,47.21428571428572,37.82857142857143,47.285714285714285,45.85714285714285,9520.0,83.99198299768955,28.35857142857143,74.35672642791388,2.365393693939921,63.812562509029355,Tier 2
1105,Perry,AL,Alabama,46.6,37.7,10.175,20.45,21.925,23.1,18.675,55.65,38.9,50.475,43.325,15520.0,74.14837150190637,30.32,83.38447376495856,3.8561880388600396,63.78437571451798,Tier 2
1065,Hale,AL,Alabama,43.18571428571429,35.2,11.071428571428571,19.82857142857143,21.3,20.485714285714288,18.585714285714285,52.01428571428572,36.58571428571429,48.15714285714286,45.41428571428571,0.0,82.27039227064145,28.728571428571428,76.05970280103446,0.0,63.33203802867037,Tier 2
5035,Crittenden,AR,Arkansas,45.275,31.295,12.015,20.81,23.96,18.725,20.605,49.85,41.345,48.27,42.795,35820.0,72.08801614792296,29.951,81.68610003068424,8.900042239173105,63.2896549192775,Tier 2
1055,Etowah,AL,Alabama,43.43939393939394,34.22121212121212,13.387878787878789,19.690909090909088,25.13636363636364,17.77878787878788,19.027272727272727,47.65757575757576,35.88484848484848,45.41818181818181,45.9030303030303,24120.0,84.1703687426232,27.559999999999995,70.68119054924819,5.992993266578876,63.13922237006434,Tier 2
13141,Hancock,GA,Georgia,41.95,34.9,10.75,21.4,18.1,22.5,18.6,52.8,38.55,44.15,44.85,0.0,80.0767524732737,29.04,77.49309604173057,0.0,63.02793940600171,Tier 2
5077,Lee,AR,Arkansas,45.85,33.25,12.425,21.25,21.5,19.35,19.35,51.475,40.925,45.225,44.2,9520.0,77.549901567445,29.22,78.3215710340595,2.365393693939921,62.82166777938979,Tier 2
1099,Monroe,AL,Alabama,44.04444444444445,35.84444444444445,11.244444444444444,19.9,22.311111111111117,20.14444444444445,18.477777777777774,52.144444444444446,36.91111111111111,44.28888888888889,44.98888888888889,16650.0,80.61667788050204,27.944444444444446,72.45064948348163,4.136954307153328,62.05432180702413,Tier 2
5003,Ashley,AR,Arkansas,45.92857142857143,35.41428571428572,12.614285714285714,20.414285714285715,25.77142857142857,18.257142857142856,19.857142857142858,49.51428571428572,41.57142857142857,45.457142857142856,43.58571428571429,0.0,75.16188862347502,29.11142857142857,77.82185595932141,0.0,61.19349783311857,Tier 2
1053,Escambia,AL,Alabama,44.07,34.7,12.81,21.44,23.98,18.81,19.45,49.04,35.58,43.77,44.940000000000005,0.0,80.42662413715767,27.810000000000002,71.83185026081618,0.0,60.903389759189544,Tier 2
5073,Lafayette,AR,Arkansas,47.333333333333336,36.5,11.366666666666667,22.166666666666668,24.266666666666666,20.366666666666667,19.933333333333334,52.333333333333336,43.03333333333333,46.66666666666666,41.73333333333333,0.0,67.96082633506938,30.43333333333333,83.90610616753601,0.0,60.74677300104216,Tier 2
1087,Macon,AL,Alabama,42.391666666666666,32.45,10.108333333333333,16.458333333333332,20.35,20.883333333333333,18.566666666666663,52.35,35.80833333333333,47.875,43.81666666666666,26920.0,76.0597074434947,27.918333333333333,72.33046946916228,6.688697294208263,60.69381022390445,Tier 2
13259,Stewart,GA,Georgia,40.6,29.4,12.55,20.95,17.4,20.450000000000003,18.5,47.35,39.85,42.95,43.900000000000006,0.0,76.38366268783176,28.540000000000003,75.19177661859463,0.0,60.630175722570556,Tier 2
5099,Nevada,AR,Arkansas,45.9,35.766666666666666,12.1,20.933333333333334,24.7,18.33333333333333,19.933333333333334,51.0,40.6,43.96666666666667,43.06666666666666,0.0,73.14411024446159,28.75333333333333,76.17367290579928,0.0,59.727113260104346,Tier 2
13021,Bibb,GA,Georgia,39.28958333333333,28.954166666666666,12.354166666666666,19.3,19.872916666666665,18.67291666666667,20.04375,45.90833333333333,34.89791666666667,46.02708333333334,43.68958333333333,16190.0,75.56567569588077,27.788333333333338,71.73212641914697,4.022660074042786,59.723652860819655,Tier 2
13287,Turner,GA,Georgia,41.26666666666667,32.73333333333333,12.333333333333334,21.633333333333336,21.066666666666663,19.5,20.133333333333333,46.9,38.5,45.56666666666666,42.43333333333334,0.0,70.68205038750033,29.066666666666663,77.61583307763114,0.0,59.31915338605259,Tier 2
1091,Marengo,AL,Alabama,43.75,36.175,10.975,19.2125,22.4875,21.475,18.4,53.4375,36.6125,44.8625,43.5375,0.0,74.97445737496574,28.1125,73.22414851181341,0.0,59.27944235471166,Tier 2
13037,Calhoun,GA,Georgia,37.95,27.95,12.9,20.4,17.5,18.65,19.0,47.1,36.45,43.7,44.05,0.0,76.96678212763835,27.640000000000004,71.04940165694997,0.0,59.206473513835334,Tier 2
13243,Randolph,GA,Georgia,42.8,35.15,10.6,21.05,20.4,22.2,19.75,50.9,39.95,44.7,41.75,0.0,68.0256173839368,29.53,79.74838907640378,0.0,59.10960258413624,Tier 2
1035,Conecuh,AL,Alabama,45.12,37.84,11.06,20.54,22.68,21.16,18.4,53.48,38.0,45.98,42.36,0.0,70.39696977248373,28.815999999999995,76.46210494016566,0.0,58.74362988505976,Tier 2
1005,Barbour,AL,Alabama,44.02222222222222,35.333333333333336,11.933333333333334,19.966666666666665,22.288888888888888,20.044444444444444,18.355555555555554,50.888888888888886,35.900000000000006,46.93333333333333,42.97777777777778,0.0,72.79855798383548,28.240000000000002,73.81098496471309,0.0,58.64381717941943,Tier 2
13215,Muscogee,GA,Georgia,35.11355932203389,27.15423728813559,13.52542372881356,17.8135593220339,20.272881355932203,16.620338983050846,19.87457627118644,42.24576271186441,32.56101694915254,41.92372881355932,44.73389830508475,36860.0,79.62541143794316,25.75864406779661,62.39019975972661,9.158446592292593,58.63793379752643,Tier 2
13205,Mitchell,GA,Georgia,38.34285714285714,30.342857142857145,12.5,19.75714285714286,19.885714285714283,19.12857142857143,19.12857142857143,48.15714285714286,35.142857142857146,45.285714285714285,43.5,0.0,74.82867751501408,27.68857142857143,71.27295840091173,0.0,58.440654366370325,Tier 2
13063,Clayton,GA,Georgia,34.13768115942029,22.99855072463768,12.184057971014491,16.58695652173913,17.502898550724638,15.697101449275362,19.642028985507245,40.59130434782609,32.744927536231884,45.2231884057971,45.39855072463768,0.0,82.20922308164863,25.978840579710145,63.40368477927342,0.0,58.245163144368824,Tier 2
5037,Cross,AR,Arkansas,43.46666666666667,33.65,13.033333333333331,20.65,25.55,17.349999999999998,19.98333333333333,48.083333333333336,39.63333333333333,45.46666666666667,41.86666666666667,8440.0,68.47915472600862,28.616666666666664,75.54464559680878,2.0970507118543,58.02893027149782,Tier 2
5011,Bradley,AR,Arkansas,44.88,33.38,12.22,19.5,23.4,17.68,19.28,49.14,40.56,42.96,42.7,0.0,71.71870716937876,27.996000000000002,72.68794108622275,0.0,57.76265930224061,Tier 2
13017,Ben Hill,GA,Georgia,39.75,32.083333333333336,12.483333333333334,21.416666666666668,20.933333333333334,19.383333333333333,19.666666666666668,46.98333333333333,37.25,41.38333333333333,42.81666666666666,0.0,72.17224451145056,27.82,71.87787664927889,0.0,57.620048464291784,Tier 2
17003,Alexander,IL,Illinois,40.725,35.75,13.425,20.55,21.075,20.15,18.6,49.3,34.575,46.775,41.875,15390.0,68.51155025044233,28.130000000000003,73.30469469162317,3.823887494720103,57.491275475770216,Tier 2
1121,Talladega,AL,Alabama,39.75,32.170833333333334,13.241666666666667,18.29583333333333,22.995833333333334,17.379166666666666,18.15833333333333,48.12916666666666,33.02916666666667,45.8875,43.9875,0.0,76.72381569438559,26.55,66.03252531451362,0.0,57.10253640355969,Tier 2
13273,Terrell,GA,Georgia,40.6,33.875,11.25,19.95,19.225,20.85,18.75,49.275,37.8,42.35,42.325,0.0,70.2609085698622,27.939999999999998,72.4301933108315,0.0,57.07644075227748,Tier 2
13271,Telfair,GA,Georgia,40.38,29.24,13.88,21.86,20.1,18.02,19.82,44.34,37.28,41.62,42.54,0.0,71.09671310025169,27.720000000000006,71.41761276465172,0.0,57.00573034596137,Tier 2
1101,Montgomery,AL,Alabama,38.98169014084507,30.266197183098598,12.4943661971831,16.064788732394366,21.540845070422534,17.261971830985914,17.611267605633802,46.553521126760565,32.095774647887325,46.74788732394366,42.9056338028169,49620.0,72.51810095540473,25.95633802816901,63.30011366140996,12.328869232489378,56.79305969322376,Tier 2
12047,Hamilton,FL,Florida,41.25,32.016666666666666,13.75,21.816666666666663,19.21666666666667,18.15,19.633333333333333,45.66666666666666,32.71666666666667,42.65,43.18333333333334,0.0,73.59764758653344,26.993333333333332,68.07302853636081,0.0,56.6682704491577,Tier 2
1097,Mobile,AL,Alabama,37.69850746268657,29.698507462686567,13.185820895522388,16.729850746268657,21.97910447761194,17.757462686567163,17.834328358208957,44.7410447761194,32.81268656716418,40.57686567164179,42.36194029850746,92930.0,70.4045126110086,25.142238805970152,59.55310895659779,23.0899197455711,56.601032576156776,Tier 2
13163,Jefferson,GA,Georgia,40.725,32.725,11.625,20.275,20.075,19.575,19.15,48.75,37.4,41.375,42.475,0.0,70.84402800966882,27.555,70.65817735501685,0.0,56.600882145874266,Tier 2
1025,Clarke,AL,Alabama,43.333333333333336,35.544444444444444,11.633333333333333,18.27777777777778,23.066666666666663,18.688888888888886,18.11111111111111,49.93333333333333,34.7,44.16666666666666,42.63333333333333,15540.0,71.45954297390914,26.788888888888884,67.13204459445633,3.8611573533431067,56.208866498014814,Tier 2
13165,Jenkins,GA,Georgia,40.2,32.400000000000006,12.8,21.700000000000003,20.45,19.05,19.65,47.15,36.85,42.2,41.75,0.0,68.0256173839368,27.889999999999997,72.20006136851791,0.0,56.090271500981885,Tier 2
1107,Pickens,AL,Alabama,42.2,34.9,11.633333333333333,18.9,22.766666666666666,19.1,18.33333333333333,50.15,35.61666666666667,48.66666666666666,41.4,0.0,66.66500535772134,28.123333333333328,73.274010432648,0.0,55.97560631614773,Tier 2
13301,Warren,GA,Georgia,39.95,33.8,10.8,19.05,18.9,20.6,18.3,50.95,37.150000000000006,44.2,41.55,0.0,67.24812479752796,27.860000000000003,72.06198220312979,0.0,55.724042800263106,Tier 2
1023,Choctaw,AL,Alabama,43.5,37.775000000000006,11.425,18.45,23.1,20.05,17.9,52.6,35.900000000000006,44.975,41.975,0.0,68.90029654364675,27.454999999999995,70.19791347038964,0.0,55.639284005614556,Tier 2
13065,Clinch,GA,Georgia,39.05,30.75,12.8,21.0,21.35,17.8,20.0,44.85,35.35,42.400000000000006,42.05,0.0,69.19185626355004,27.310000000000002,69.53053083768025,0.0,55.48895484049211,Tier 2
13061,Clay,GA,Georgia,39.3,34.6,10.6,18.1,18.9,21.1,17.9,51.5,36.6,42.0,42.2,0.0,69.77497570335667,27.139999999999997,68.74808223381402,0.0,55.40922317486828,Tier 2
13265,Taliaferro,GA,Georgia,40.0,35.3,10.6,18.7,18.0,22.1,17.4,52.4,37.2,42.7,41.6,0.0,67.44249794413018,27.619999999999997,70.95734888002451,0.0,55.35993872966188,Tier 2
13309,Wheeler,GA,Georgia,37.55,27.700000000000003,14.35,21.65,19.65,16.299999999999997,19.35,44.3,35.3,41.900000000000006,42.45,0.0,70.74684143636773,26.9,67.64344891070877,0.0,55.3561161388306,Tier 2
17087,Johnson,IL,Illinois,40.15,30.35,16.675,24.125,22.775,16.375,19.775,43.175,33.475,46.1,41.125,0.0,65.59595305140921,27.97,72.56827247621966,0.0,55.26569021105155,Tier 2
1015,Calhoun,AL,Alabama,40.92,32.7,13.8,17.84857142857143,24.9,16.014285714285716,19.042857142857144,46.34857142857143,34.02857142857143,39.99714285714286,43.83428571428571,8740.0,76.12820083801168,25.386285714285716,60.67636873712355,2.1715904291003056,55.156145915874156,Tier 2
13307,Webster,GA,Georgia,39.1,33.400000000000006,11.95,18.95,20.15,20.05,18.75,48.45,35.3,42.6,41.45,18470.0,66.85937850432356,27.130000000000003,68.70205584535131,4.589161925112431,55.14240612489244,Tier 2
5095,Monroe,AR,Arkansas,45.0,35.06666666666667,11.266666666666666,19.366666666666664,23.23333333333333,18.96666666666667,19.0,52.2,39.13333333333333,43.56666666666666,40.86666666666667,0.0,64.59169179396447,28.006666666666668,72.73703590058298,0.0,54.93149107781898,Tier 2
5103,Ouachita,AR,Arkansas,42.925,32.9,12.0125,18.7125,23.7125,17.6875,19.3,49.425,37.85,43.3625,41.5375,0.0,67.19953151087742,27.3825,69.86422215403495,0.0,54.82550146596495,Tier 2
